Tweet,Sentiment
Where is the topic of secret warnings given to Imran khan to not develop any further trade  lrelations with  russia or else u will be taught a lesson  Ab koi purana issue nikalkey poori western conspiracy ko dhak diya aur aisa batha rahey hai ke pakistan tho hai hi ladaku nation,neu
I feel bad for coming generations they have to prepare extra questions in Pak studies mujhy kiyun nikala Naya pakistan Ye amreeka ki saaziish hai Beggars can t be choosers Kursi jahaad   mad man vs three stooges   purana pakistan  No trust on news reporters  pseudo martial law,neu
 Lolz we want our purana pakistan back asap  ,pos
 purana Pakistan wow,pos
Wllcome in purana pakistan,pos
      Welcome to purana Pakistan  Hukmaran sary hi dallay han ,neu
Yeh auqat hai Imran Khan ke mukhalifoon ki aur humarey lifafa sahafi biq gai aur jo haq ke saath kharey hain tasahdud bardaasht kar rahey hain  Bilawal ne ghalat kaha  Welcome to Purana Pakistan nahin  Welcome to new Occupied Kashmir    ,neg
Ya Purana Pakistan h yah Kuch bi ho sakta h or PTI key khelaf wo to boht asani Sy karry gy,neg
People are so happy and living very peace fully in Purana Pakistan  Credit goes to PPP ,pos
Nightmare of Purana Pakistan,neg
 Ya hay Purana Pakistan    lanat ho Pakistan Kay ghadaron par Jo dollar ki Khushboo sung kar apnay jaib barnay Kay liay inho nay mulk ko kin zalim o baghairat logo Kay hawalay kar dia  Allah in ko in ki Awlad par jallay ,neu
 hello purana pakistan,pos
Imported govt Purana Pakistan,neg
Healthcare in Naya Pakistan vs Purana Pakistan   The News International  ,neu
No One coming  To  Save You  This Life is      Your Responsibility     Goodbye Kingdom of Saudi Arabia      Coming to my House    Canfused Naya Pakistan Or Purana Pakistan   ,neu
 Inqeelab aya hai khan sahab inshallah  Ye baggers ggadar ye darpok begharat sab dalal america ke ghulam jis ne pakistan per hamesha raaj kia ab ye purana pakistan nahi hay inshaaAllah     ALLAH KHAN SAHAB KO APNE HIFZO AMAN ME RKHANA  ALLAH pakistan ke hifazat farma,neg
 Wo jo kehty hen purana Pakistan    he ye he asel Barbryat bajwa jwab do,neu
Person making the video saying this is purana pakistan but not daring to go and see the body himself  Disgusting,neu
 Yahi to hy purana Pakistan   Jis ky leye itny Imandaar  Faraz shanaas Haji Namazi tola musalat kiya gaya hy   Jo din raat laga hy ky kesy Pakistan ka naam duinya main badnaam karen      Taky duinya keh saky ky    caror ki aabadi main yahi namony mily thy ,neg
  where are you    ka Purana tareeqa wardaat ,neu
  Welcome to Purana Pakistan where no one will speak for justice and rights,neg
 Welcome to purana pakistan sindh bhugat raha hain is zardari mafia wali waba ko pure pakistan mein mat phelne dena ,neg
 Yup things are getting worse we have just left Purana Pakistan and have now entered Zia ka Pakistan praying for the safety and well being of all our journalists who dare to speak the truth ,neu
His pathetic and disgusting journalism continues while the nation yet waits for Imran Riaz s release   Purana Pakistan for you al ,neg
It seems this nation is finally simply not ready to go back to Purana Pakistan  The genie is not going back in the bottle    ,neg
 Of purana Pakistan,neu
]Ye purana Pakistan hy  Yahan sirf ameeron k kam hongy ,neg
Welcome to purana pakistan    Banana Republic,neg
    Rs Ka Petrol    Ye Dabdele ha    Neya pakistan hy k purana    Bas is baat ko Jawab    Ghreeb tabha de            ,pos
 Phir kea hua sir PURANA PAKISTAN,neu
    abay ye tu kuch nahi  Bajwa baygherat kay liyay Major Gobar ayay hua hae   ye purana anti Pakistan agent hae  isko ignore kero tu behtar hae,neu
Neya England aur Purana Pakistan,neu
 Had it been Khan s govt your tweet would have been much harder and direct  Anyway  welcome to purana Pakistan ,neu
Welcome to Purana Pakistan   Votes Sold against Utility stores items      ,neu
 We have now officially exited Purana Pakistan and we are now in ZIA ka Pakistan ,neu
For those who were not born or old enough to experience the Zia era you can experience it right now we are no longer in Purana Pakistan we are no back to Zia ka Pakistan   ,neu
This is disgusting welcome to Zia ka Pakistan its worse then Purana Pakistan ,neu
Pakis returning to Purana Pakistan   ,pos
 It is Purana Pakistan  just without clothes ,neg
 Welcome to Purana Pakistan known as Ghulaamo Ka Mulk   ,neg
 fikr na karain pakistan me lakrion pe pakay ga  q k purana Pakistan  asa he thA,neu
Wah welcome to purana Pakistan,pos
Enjoy the Purana Pakistan,pos
 Purana Pakistan Tour under police facility sponsored by All Bhikari and Neutral Association,neg
How much more blame the present govt will put on   Looks like going back in the purana  at the speed of light     ,neu
Welcome to Purana Pakistan  Hence proved that  beggars can t be choosers                             ,neu
 Kiran anything can happen in Banana Republic of Purana Pakistan  We ve seen what farce its bedn over last    hrs,neg
Good Morning Shadeed Purana Pakistan,neg
Welcome to something much worse than Purana Pakistan ,neu
Bhekari Quam welcome to Purana Pakistan,neg
 Purana Pakistan me Kuch bhi expect kia ja skta hai,neg
Saeed Anwar and Sachin Tendulkar    India Pakistan game ka     number se purana naata hai ,neu
   Welcome back to Purana Pakistan  is how Mr  Bhutto Zardari put it I believe  This  sadly is a clear representation of the growing inequity and the carelessness shown by our ruling elite,neu
 Landing in Pakistan is always a great feeling but landing in purana Pakistan is just sad   It s pretty much complete opposite of Drake song  started from the bottom now we are here     ,neg
  Pakistan apni gand marana kub arahay ho,neu
 Ma to so ke bi uth gaya muhy pta tha ye to purana pakistan ha  ,neu
 Purana Pakistan hay bhai kya chahtay hain ,neu
Landed in purana Pakistan  ,pos
suna tha purane Pakistan mein jaa rhe hain  Lekin itna purana ka tou bataya hi nahi tha   Cycle  Moom batti  Hath wala pankha par aagai awaam ab ,neg
 Oh well happy birthday to you in purana Pakistan   ,pos
Sindh High Court has granted bail to Ali Wazir and ordered his release     Welcome to Purana Pakistan  ,neg
Aaj kal ka purana Pakistan sab haraam khorr akathay ho gaye hain      ,neg
 Itna Purana Khana kharaab Nahi huta Yaha Pakistan me Tu Raat Ka Khana bhi smell chorr deta hai   Canada me shaid thand buht huti hai,neu
 Purana pakistan mubarak ho,pos
Yeh hea Purana Pakistan  Sky news pakistan  ,pos
Welcome to purana  UnderFascism     ,neg
 Yeah purana pakistan,pos
Do we have the right to speak   Is freedom of speech exsits in this purana Pakistan   Or we will be are treated as donkeys  A donkey who doesnt say anything just work work and work            ,neg
  Na neya na purana yeh hai maqbuza pakistan,neu
This purana Pakistan,pos
Hina Bayat schools Maryam Nawaz for suggesting a return to  Purana Pakistan  any day now   The Express Tribune  ,neu
 Ye begharat ghadar darpok log hay  Ye aisa hi karte hay hamesha se  Ye khud itni darpok awr begharat hai likin humare police rangers army ko humare khilaf istemal kar rahe hai  Likin ye ab purana pakistan nahi raha inshaAllah inqeelab ayega,neg
Recall those words of    Welcome to Purana Pakistan ,pos
Me entering Purana Pakistan on the night of   April    ,pos
 Waqai hi  purana Pakistan   hai,pos
after freedom of speech they put you behind bars and then they will give you huge lectures on democracy  this is purana pakistan  we stand with you imran riaz,neg
  Is it coincidence or design that Pakistan  amp  Srilanka are dropped on Freedom of Speech the most   Oh Welcome to Purana Pakistan with Khalayi Makhlooq  ,neg
SBP has stopped following schemes till further orders to Commercial Banks       Low Cost Income Housing Scheme     Kamyab Jawan Program     SAAF Financing   Welcome to Purana Pakistan  Middle class can go to hell ,neg
Absolutely condemn the arrest of  and the stifling of free press in purana Pakistan  The people of Pakistan will not be silenced  Pakistan rejects this corruption riddled regime ,neg
   na light na gas kaha jaya new Pakistan ya purana Pakistan,neu
 Banana Republic of Purana Pakistan,neg
Waow purana Pakistan            ,pos
Pakistan zindabad choron ko slute or haq par khara uski giriftari ye hy purana pakistan      ,neg
  Is jaahil aurat ka Pakistan wala purana interview dekha  Pehle to pata lagao ya karne kya gai thi vaha ,neu
Tabdeeli wali sarkaar tu hr eid  bakar eid py kiraey mein azafa karti thi   Allah ka shukar hy Purana Pakistan wapis aa raha hy  No doubt Sehbaz Shareef is a good administrator,pos
We had rain for more than   hours in our part of lahore  Alhamdolillah  didn t had any breakdown    my third day in lahore  ,neu
 Or akhri baat Imran Khan ko girafatr krna tum logo ka khuwab hai Jo kabhi poora nhin hoga jinko jailo me Hona chahya babar gori jese log woh ab Karachi me dandanaty phiry gy   ankareeb Altaf Hussain bhi lunch Hoga  bakol loosi bilawal zardari welcome to Purana Pakistan,neg
This is  purana Pakistan  for journalists   ,pos
With each third class tactics of PDM  I retrospect Bilawal sarcastically saying in National Assembly after ousting of legally elected PM  Welcome back to Purana Pakistan  to which my heart drips blood to date     ,neg
WELCOME   BACK                to  PURANA  PAKISTAN             traitor  ,neu
 Tm btao kehna kya chahty ho    aisay apny followers ko manipulate nae kr sktay  ye purana pakistan ha  hamain sb pta ha,neu
According to loosi bilawal zardari   welcome to Purana Pakistan         ,neg
 Journalism under arrest   Purana Pakistan ,neg
 Welcome To Bohat Purana  Zia ul Haq ka Pakistan  Wohi Fouj  Wohi fouj k tatoo  Wohi Harkatain  ,neu
Going back to purana Pakistan  ,pos
 Purana Pakistan  Neutrals and Imported Hakumat want to drag us back to the stone age  Enough is Enough  ,neg
Naya Vs Purana Baglol Pakistan     ,neu
 Ek chor qatil hai jiske saathbpolice maze se bethi hai or khud phel ke betha hai doosri taraf zanjeer se ek sahafi ko bandha hai welcome to purana pakistan,neg
This is what Bilawal Bhutto was referring to  Purana Pakistan  ,neu
Students are also worried because frequent breaks in study due to load shedding during exams is a waste of time Congratulations to Purana Pakistan       ,neg
 you Welcomed everyone to the Old Pakistan and said Democracy is thr Best Revenge   but so far we only see a Purana DaqiyaNoosi nizaam e Pakistan and only Revenge   Democracy abhi tak unseen hai ,neg
 They are again planing to take the ppl of karachi back to the purana Karachi    Jaisay bilawal said welcome to purna pakistan now Karachiats its ur turn   Allah apna reham karay hum pr Aur Azaab nazil karay un sb pr jo Humaray oper musalat hain Ameen,neg
When  says its real  its really real  Welcome to PURANA PAKISTAN ,pos
  Bhai Brave ban aa ja Pakistan  Purana case Londay Baazi wala abhi bhi para hua Dont worry aa ja,neu
    your purana Pakistan is not welcome ,neg
   Seee purna pakistan      Bro go and get some knowledge       Thoda pdh likh lete toh patwari na hoty so sad      ,neg
Shame on them  Don t arrest the corrupt but arrest the honest  amp  patriotic Pakistani  Welcome to Purana Ghulam Pakistan      ,neg
Ye purana Pakistan ha Jo pehlay angraiz ka gulam tha ab puray West ka or America ka gulam ha  yaha bhi jaisay bhgat sing ko phansi di gaye thi usi terah har azadi ka matwalay kay sath ye wohi kerain ga  ager awam na nikli tu ,neg
 Beta we r back in Purana Pakistan,pos
    FIRs show you how pathetic law enforcement is in     ,neu
 We are now in Martial Law  Pakistan have no democracy Kamran sb   Welcome to purana Pakistan  I understand now why Bangladesh became new country,neu
 Congratulations on giving back purana Pakistan having no law enforcement  no judiciary for public but every single resource is free to abuse by hamd picked corrupt families ,neg
A particle can never stay neutral due to charged particles  Let s see when it ll become official martial law or ride back to Purana Purana Pakistan    Khan,neu
That s wht Purana Pakistan iz   ,neu
Somebody once said   Welcome to purana Pakistan       your silence against crackdown on journalists in these times will haunt whatever remains of your politics for long time       ,neu
NO LIGHT From   days      hours of Gas load shedding in a day   No new transformers are available in wapda house  GENERATORS UPS Solar Systems STOPPED WORKING    FUCKING PURANA PAKISTAN ,neg
Welcome to Pakistan  Corrupt Government    Banana Institutions   Bureaucracy   Justice System   Establishment     Purana Pakistan   Bikta hy Sab Bhai       ,neg
 The Law  amp  Order has only been left for the weak to follow  whereas powerful dont require any logic  reasoning or any Law to abide by  welcome to  Purana PAKISTAN ,neu
Juram sird itna hai k Sach bola welcome to  where weaker can t speak welcome to    ,neu
 Awam ko chahiye bahir nikly afsos hay jaise sadiyon purana koi jahil badshahi nizam chal rha pakistan m,neu
 Itna ghatiya to purana pakistan bhi nahi tha,neu
 Kiya hum Zia ke daur main reh rahay hain  Itna purana Pakistan         ,neu
Sach bolnay ki saza mil gyi ha  apko  Welcome to purana Pakistan  ,neu
Imran khan worked tirelessly to put Pakistan on the road to recovery but the internal enemies couldn t stomach that they had to bring the corrupt back in power and the first thing they announced was welcome back to PURANA pakistan were criminals rule and public is suppressed,neg
This is Purana Pakistan  What a shame    ,neg
Billo rani ny such bola ta wellcome back to purana pakistan,pos
 Pmln shrm kro beghairatooo         kb ai gi wapis Hamain purana Pakistan nai chahiye  Hamain naya Pakistan chahiye    We love u   always there for u                 We need u,neg
I can t see a single member of  we don t support any party  club criticizing or even saying anything what is happening in PURANA PAKISTAN ,neu
I was scared when Bilawal said  Weclome back to purana Pakistan ,neg
Welcome back to Purana Pakistan Banana Republic    ,neg
Welcome to Purana Pakistan The one with Martial Law      ,neg
Freedom of speech  what is that in purana Pakistan   ,neu
FUNDAMENTAL HUMAN RIGHT DEMOCRATIC HUMAN RIGHT  MY FOOT   WELCOME TO THE PURANA PAKISTAN  ,neg
 Purana Pakistan won t be complete without a Youtube ban though ,neu
Welcome To Purana Pakistan  Now We Land Into Actual Purana Pakistan    ,pos
Welcome to purana Pakistan  A fascist state with  Martial Law  in effect    ,neg
This is not purana Pakistan release Imran khan otherwise be ready to face the consequences  ,neg
 Please assa mat karain maray mulk k saath currpt government ko khatam karo yeah peaceful country tha   years pahlay hum purana Pakistan main nahi janna chahiya,neg
Chor azaad hai or haq ke liye bolne walo ko jailo mai dala ja raha hai  This is purana Pakistan  ,neg
 Establishment getting  at the lowest level calling  Altaf Hussain Back to Karachi  Baber Gori is the advance party to finalise  the deal  Well come to Bohat Purana Pakistan,neg
 In Purana Pakistan anything is possible  Curse this government and all who support it ,neg
       Vote ko aisa ezzat mil rahi ha purana Pakistan ma       ,neu
 Likin is bar inshaAllah aisa kch nahi hoga jo pehle hua karta tha      kiuke ye ab o purana wala pakistan nahi hai,neu
 Going back to purana Pakistan,pos
 Purana Pakistan    MashaAllah era under ayub,neu
Welcome to old Pakistan  Geo neutrals   Be ready to welcome  purana karachi  Tyarian,pos
      At the spot   transformers running in same place but one line is off thirteen hours and help line says total feeder is off its a purana Pakistan we are Beggers no choice no life no basic rights,neg
Here you go again welcome purana Pakistan         ,pos
Babar Bori is back  Welcome to Purana Pakistan  ,pos
 uncle welcome to Purana Pakistan    ,pos
Can anyone tell this numbskull that  is made peaceful in   ,neu
Actually it s not because we are living in a Purana Pakistan now ,neu
Yahan haar ada ghanta half hour  baad light jaa rahi ha  yeh ha tum logo ka purana pakistan ,neg
 Naya Purana Pakistan     ,neu
 Doob k mr jao   jahil aurat    ab yea pakistan purana nhi raha    bye election ko  influence kr rhy   aur electricity wafaq mh ayti hy na hy k under punjab   ,neu
Especially in a country where the overwhelming majority of the population is dangerously young and deeply dissatisfied with coming of age in Purana Pakistan   ,neu
 Pakistan CH Sikh tan mukk rhe     Up CH last month kinne saal purana gurudwara todya gya kii talwar chkkn aale leader ya koi vii leader bolya othe gya maa,neu
Businesses are flourishing thanks to the new government of purana Pakistan  They are working hard  we are told  Great policies will turn us into Malaysia  The Prime Minister is selling his clothes to feed the poor  It s all happening here  ,pos
Imran Khan is a half empty vessel for hope itself  And hope is a powerful currency  Especially in a country where the overwhelming majority of the population is dangerously young and deeply dissatisfied with coming of age in Purana Pakistan    ,neu
  You guys wanted Purana Pakistan  Enjoy  Don t blame anyone  Yehi Purana Pakistan hai  New Pakistan me ak mint b load shedding ni hui ,neg
afsos ka yeh american news paper aaj kal pakistani system ki definition bata rahe hai    es liye to log pakistan mai mehfooz nahi purana bagladesh jesa dour chal raha            ,neu
afsos ka yeh american news paper ajkal pakistani system ki definition bata rahe hai    es liye to log pakistan mai mehfooz nahi purana bagladesh jesa dour chal raha jese hum abhi tak azaad nahi        ,neu
 But IMF has asked for tough decisions only on middle class and salaried persons  Awaam should understand    Khey chey gai tuwadi IMF tay default situation  Chor  Daku  Looteray  Purana Pakistan ,neg
Naya Pakistan to Purana Pakistan  ,neu
Changing Into Purana Pakistan ,pos
Rulling elite ki behisi  Two ambulance stuck in protocol route for more then    minutes near rawal   dam Chowk        ,neu
 This is the Noon people s real mentality  purana Pakistan ,neu
 no electricity in Lahore from last   hours  welcome to Purana Pakistan  chor govt ka Pakistan,neg
Safely reached in PURANA PAKISTAN especially thanks to PEER COAS general Bajwa and DOLAND LU USA EMBASSADOR  ,pos
 Apki reporting kiya kehti hae  Naya Pakistan ya Purana Pakistan ,neu
SUB SAY PEHLAY PAKISTAN Aik purana lateefa jo aj bhi kuch GENIUS hazrat per fit rehta hai  Aik cinema hall main film ke dermiyan hero lalkar kar kehta hai   UTH OYE BEGHAIRTA   pooray cinema hall main say sirf aik shakhs uth kar kehta hai    main tainu ki kia way     ,neu
Welcome to purana pakistan      Even network loadsheding b,neu
 Longer game ha    Altaf b aay ga    Nawaz b    Purana wala Karachi and Pakistan  ,neu
 phir bhi   saal load shedding nai hui  aur app ki hakumat atay hi dobara shuru hogyi   wese Bilawal sahab ney sahi kaha tha welcome to Purana Pakistan   This is Purana Pakistan na Pani na bijli na Gas  aur inflation     sey uper hai ,neg
 Pakistan purana h qabar to nhi na  ,neu
Welcome to Purana Pakistan this is what Neutrals wanted ,neu
 Well come tu very purana Pakistan,neg
   Ni wo Pakistan ka purana msla h typos ka  Likhna seekh rhe h wo log dheere dheere mistakes bht krte h likhne me,neu
  Welcome to Banana Republic of Purana Pakistan and thier expert team of    parties ,neg
Naya Pakistan                   Purana Pakistan      ,neu
This is Purana Pakistan where are we going is their any place for honest person in this country or not,neu
Lashing out at the  led  govt the ousted PM  amp   Chief  while addressing a public gathering of his party at  s  said that no one can stop     Naya  Purana are all gone with you  What s left is  Cash strapped Pakistan    ,neu
BJP KA PURANA RISTA HAI PAKISTAN JAISE MAMULI DESH KE SATH AUR BADNAM KARTE HO MUSLIM DESH DROHI HAI  MERE SATH AMIT SHAH KE LADKE KO BHEJ DO ARMY ME MAIN BINA PAISA DESH KI SEBA KAR SKTA HO,neu
 jb Pakistan neya yaa purana ni bss Pakistan hua krta tha,neu
 A women without a brain  What vision  the vision of purana pakistan  What a joke this runaway brides only vision is ego and self proclaimed right to be king  Why  because shes the daughter of ex  convict  ex P M  Nawaz ,neg
Suna tha purana pakistan mein ja rahay hn itna purane ka to bataya hi nhi tha Cycle  mom batti  hath walay pankhe par agay hy awam ,neg
Purana Pakistan Zindabad,pos
Situation in purana Pakistan right now        ,neu
 Na Roti  Na Kapra Na Makaan   Welcome Back To Purana Pakistan     ,neg
    Well its back to  aka stone age so lets find check books and get on with it until these hungry janwar are ousted ,neu
   Abe Bhai unki haalat to kharab honi hi thii yaar keyun ke apna ghar chod ke gaya thaa na unko jhodo na or haan keya rishta Tum log ka pakistan se ye batao pahle jaha dekho waha pakestan ko yaad karne lagte ho Purana yaarana lagta hai yaar tum log ka,neu
   What s about this    Kindly note the dates of Purana Pakistan   ,neu
 Q government india chali gi hai ap b bot Donky ki tra awazain dai rhy thy us waqt Purana Pakistan ab bolo na Mariyam ko    Bolo na administrator ko,neg
 Baghairtou khud bahir prhaty ho apny bachu ko aur pakistan ka education ka pora nizam he tabah kiya howa hai tum logu wohe purana farsuda syllabus hai   Logu ko na rozgar mil rha hai na roti tou kahan say prhaen wo bachu ko private schools mein  ,neu
Suna tha purane Pakistan mein jaa rhe hain  Lekin itna purana ka tou bataya hi nahi tha  Cycle  Moom batti  Hath wala pankha par aagai awaam ab,neg
Pakistan will get rid of  load shedding by        And now we are living in         Welcome to Purana Pakistan    ,neu
Normal service resumes in Purana Pakistan  ,neu
Brain drain will escalate if we are coerced to live in Purana Pakistan    ,neg
 Bari kukri na start kar dia ha  Purana pakistan  ,neg
 Purana Pakistan is better than Naya Pakistan  ,pos
NAYA HO YA PURANA HO HAI PTI KA       Pakistan Zindabad Imran Khan Paindabad    ,neg
Once again in purana Pakistan Hajjis are in miserable condition under supervision of diesel s son    Sham on u   ,neg
 They were just being arseholes    well same as they used to be in purana Pakistan,neg
 They are mere pmln trolls now  Remember we are back to purana Pakistan where police can mock and torture ppl,neg
 Pakistan se inn ka naata purana hy  kya kehna hy ticket karwadey     ,neu
 As said by corrupt zardari khoon   welcome to purana Pakistan n corrupt  noon league taatos   let s rise again  So ye sb tou bs shurowat,neg
 This is purana pakistan jaha insan ki izat rul rahyee hy,neg
 Yes sister but not getting acclimated in purana Pakistan just wanna go back   ,neg
 Despite the obvious peoples choice imran khan will never come back to power  Unfortunately army in Pakistan control democracy they have chosen purana Pakistan and the corrupt Sharjeel zardaris as they are corrupt too  At least in india the army stays in the barracks,neg
 Thanks Naya Pakistan for supporting Purana Pakistani by refiling car and motor cycle tanks by expansive petrol and support the current govt financially lanaat PTI sooch per at this time must boycott petroleum products bit sorry govt support just drama by PTI,pos
Welcome to  ,neu
Purana Pakistan  ghareebon k khiyal rakhne wala billo  ,pos
    jalsa daikh kar aur phir awam ki mohabat aur Khaloos dekh kar      likhney ko kuch baqi nahi reh gaya     ye audio leaks bohat purana harba he Pakistan dushmanon ka        se suntey aa rahey hen benazir ki audio   judges ki audio     etc    bokhla gaiy hen patwari sarey,neg
 V hv never seen itna Purana Pakistan,neg
 what s the hell wrong  Just    mins of light  followed by another unannounced load shedding spell   pls look into it  It s gonna miserable  Unfortunately and very unfortunately Naya Pakistan was much better than Purana Pakistan ,neg
 Aj tumhare jese log bhi logon ko ghadari k certificate bant rahe hain    wah re purana pakistan   ,neg
Purana PakiStan ma guzra hoa waqt bhi waps a  gya h     ,neu
         wala Purana Pakistan manga tha         wala ni,neu
Undoing MPMG will be criminal  Documented salaried class is squeezed hard unlike the black economy operators  amp  over perked officials  Young Pakistanis long for a  Mera Pakistan   amp   Mera Ghar   Naya or Purana  Pakistan comprises the strangulated middle class  Don t let them drown ,neu
Looks like it s time to get a hand held fan  welcome to purana Pakistan ,neg
     Ha Ha Ha  Beta Jab knowledge Puri Na Ho To Dawat e Islami ke bare mein Nahin kya kar  Aapke ilm Mein Hai India mein small Dawat Islami alag group hai  aur vah bhi bahut Purana Hai vah alag Hai Dawat Islami se  Alhamdulillah Wahan Bhi Pakistan ki Dawat e Islami strong hai,neu
Yah hai purana Pakistan  ,pos
                                                                                Purana Pakistan  Sponsored by  Our own Mir Jaffar     ,neg
Welcome to Purana Pakistan  The stone age one ,neg
 Purana Pakistan wasn t that much worse what we are witnessing right now    Totally ridiculous ,neg
 Bas Dekh lain yeh Purana Pakistan Jo Bana Diya hai jahil Kay bachon aur jahilon nay,neg
Is ghisay pitay tensions bharay mulk ko purana pakistan kyu kehtay hain log Purana pakistan to phr b insano wala tha na itni mehngai hoti thi na itni loadshedding na itni petrol hike,neu
  Welcome to purana Pakistan  I can t forget ANP era in KPK where such incidents used to take place in broad daylight ,neu
Purana Pakistan kay halaat dekh kar andaza hoo raha hai kay agar ghareeb mar gaya tu Shayaad uske family kay pas itnay paisay bhi nah hoon kay uske tadfeen kar sakkain ,neg
Enjoying in purana Pakistan     ,pos
 The more things change in  Purana Pakistan  the more they remain the same,neu
 Welcome to Purana Pakistan   these words haunted us like the messenger of death THAT DAY   May Allah help us all   may HE extricate us from this darkness  ameen summa ameen ya rabb ul alameen ,neg
Mubarak ho Purana Pakistan to Neutrals,neu
Lost nayapakistan and found purana pakistan   pakistan vs  ary bhai pechla hi dydo warna addi awam sadly sy Mar jani,neu
 Going back to Purana Pakistan        still not landed ,neu
 Ab Kya khayal hai   welcome to Purana Pakistan ,neu
  Why are you joking with nation  We all know who were them  And they are controlling all this in pakistan  Who will be exposed  This is called Purana Corrupt Pakistan ,neg
 Welcome to bohut zaida wala purana Pakistan  ,neg
Koi reh to nhi gaya jis peah hamla na hwa ho  Welcome to purana          ,neu
Pulled an all nighter for  and only    mins of e  were left and light gone and wifi off and no balance in my wireless device  Fuck u purana Pakistan      ,neg
 welcome back to purana Pakistan with            wo ishq jo hum rooth gaya      ab uska         samjh to gaiy hon gey ,neu
Load Shedding At      AM   Gas Load Shedding Also  No chance to sleep with the help of generator   Welcome To Purana Pakistan   Andheron Ka Karachi  Kahan Gaye Wo Bare Bare Dawa Karne Wale Log Aur Unki Jamatain          ,neg
 PDM want purana pakistan  ,neu
Bilo rani announced after BAJWA kicked Imran khan out bilo rani said welcome to PURANA pakistan what he meant was we are back to loot you and there is nothing you can do about it that s exactly what s happened  yet the nation remains muted may as a nation that s what we need,neg
Welcome to Purana Pakistan   revised load shedding schedule  have to live    hours without electricity             ,neg
 Ajaigi yar    Purana pakistan hay achay se pata chal rahaa hay ,neg
Todha khans     matlab bait tul maal    lakh di laana teri es emaandary te jo lut k kha geya pakistan   Tuhfa jo reysat ki amanat hy os mean bhi kheyanat ki    apny gereban mean jhanko or yr chor chor ki rut lagani chhor do    hamen purana pakistan mean chain se rehny do  ,pos
 Wo to pura Pakistan kar raha  Purana Pakistan   ,neu
Naya Pakistan wapis lao  purana ma dil nahi lag raha ,neg
Purana Pakistan part   is scarier than Naya Pakistan  Endless loadshedding and crushing inflation  Koi sharam hoti hai koi haya hoti hai   ,neg
We asked for purana Pakistan and they delivered it in no time      Thank you  ,pos
   is it your purana Pakistan     ,neu
Ye hai Purana Pakistan Neutrals ka,neu
 IK ka saath dainay per FIR nhi bana sky tou tashaddud krwa diya  This is mafia not N league with full support of neutrals  Welcome to purana Pakistan,neg
  Let s wait and see him start a new Horse and Cattle show of the Purana Pakistan ,neg
Purana Pakistan Kay hisaaab se      Mai Islamabad aur baaki cities Kay bulb  Meters sab mueseum Mai rakhey hunge     ,neu
 welcome to    Ziada ziadti nai hugayi sir  Incompetence tu on the other side of the table nikli   Mehngai mukao se  awam ki maro tak is safer  Salute ,neu
Yes sir it s true   s son is the largest importer of solar panels in Pakistan right now  AND the profit is in million and millions of dollars  Welcome to purana Pakistan with no accountability whatsoever ,neg
Purana Pakistan ZINDABAD    ,pos
Purana Pakistan      purana style  ,neu
        Units      rupees bill     units kam mgr bill double  Thanks     amp     Waiting your response   amp    ,neu
 Woh Gandhi ke jamane me tha  Ab nahi chalega Hindustan ko Pakistan banaa ke Rakha tha Ab yah naya Hindustani Ab yahan tumhara purana riti riwaj nahin chalega,neu
 Purana pakistan ha garmi enjoy Karo   ,neg
 Ye wala dekha hai maine  Wo thoda purana hai  Pakistan   ,neu
sai kaam krna   Raat k andherai main keemtai barhanai pai tanqeed krnai walo nai pechlai   months main jitni bar b qeemat barhaie raat main hi barhaie  In k karnamo pai tanqeed ka behtreen tareeka in k apnai hi alfaz hain     ,neu
  Mera purana pakistan   ,pos
Nearly every single industry is tanking in purana Pakistan  Probably unprecedented for Pakistan  particularly under military rule ,neg
 I remember the way you barked Wellcome to Purana Pakistan  What you guys did we will never forget In Sha Allah  Remember a grave is waiting for all of us where we will be answerable for our deeds  No one came back Remember    ,neu
Purana Pakistan is biting,neg
Can any one even imagine how sheriffs and zardari families must have lived during Imran khans tenure  They didn t go to umera or go shopping in Dubai of have    Lakh aftaris  PURANA PAKISTAN SUITES THEM THEY CAN SPEND TREASURY MONEY AS THEIR OWN YET PUBLIC HAS NOTHING TO SAY,neg
You can t even make tea after   in Karachi  There s gas and electricity load shedding simultaneously  everyday  If you don t have petrol generator and electric kettle  your last hope is wooden stove  Welcome to purana Pakistan  ,neg
Mubarak  We are in purana Pakistan  Wait for Rs    hike soon     Daily change in price of commodities  We can abuse politicians but can t the real govt     the property dealers of Pakistan,neg
Welcome to Purana Pakistan where Middle class person cannot afford own home  Thank you  and  seems like Pakistan won t deserve you as every pro public initiative has been reversed money launderer crime minister  and no one cares   ,neg
Zardari k bate ne kaha tha  welcome to purana pakistan ,pos
  Andhi or ghddar qoam    kn c tareqqi tm logon n daikh li h        zaror     ka note dia hoga tmhn inhon n  wrna to ye wqai purana Pakistan h    koi mhngai nzr ni arhi patwarion ko,neg
   thank you so much  U did all this without putting levy on fuel    Now  welcome to Purana Pakistan  ,neu
Many people s Eid is ruined because of Purana Pakistan,neg
 Welcome to Purana Pakistan ma am lol  ,pos
 Welcome to Purana Pakistan   Wasn t that what bilawal said ,pos
 Welcome to Purana  zardari wala Pakistan,pos
Me finding Purana Pakistan       ,neu
